photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation
SDi1hBdoHe8,SONY,ILCE-7,100,35,6.3,1/80,1
JoRoy500nCc,LG Electronics,LG-D855,50,4,2.4,1/3571,1
leHDA08Lbpc,Canon,Canon EOS REBEL T3i,200,35,4.5,1/200,1
zc62DdR8JPU,NIKON CORPORATION,NIKON D3100,3200,105,5.6,1/40,1
tvicgTdh7Fg,,,,,,,1
oGcmgjTXhq4,Panasonic,DMC-TZ3,100,16.9,4.7,1/200,1
22hRe9Vf77U,Apple,iPhone 5s,40,4.1,2.2,1/1520,0
agnhLQWqr1Q,iPhone 5,VSCOcam,50,4.1,2.4,1/616,1
FkNzeOnsA0g,Canon,Canon EOS REBEL T5i,100,18,13,1/40,1
aJafJ0sLo6o,Apple,iPhone 5,50,4.1,2.4,1/298,1
MAhxp823ExY,,"FE320,X835,C540",200,6.3,3.1,1/125,1
p-bkdO43shE,,,,,,,1
kvNSUkfuyNQ,Canon,Canon EOS 1100D,100,40,3.2,1/80,1
9vu8sY8fpnc,NIKON CORPORATION,NIKON D810,125,50,11,1/200,1
Tq4YjCa2BSc,Canon,Canon EOS REBEL T5i,800,50,1.8,1/640,1
i16R3iKEG3s,Canon,Canon EOS 60D,6400,18,4.5,1/8000,1
sAYjHNsD0rI,NIKON CORPORATION,NIKON D300S,200,18,8,1/30,1
RdF3apSExR0,Canon,Canon EOS 7D,100,28,5,1/80,1
cfyTzECvjlU,Canon,Canon EOS 50D,160,85,5.6,1/640,1
ch-mPpglKjQ,Canon,Canon EOS 100D,100,55,7.1,1/200,1
jWklQXHhJuo,Canon,Canon EOS 60D,100,50,5.6,1/125,1
OM7CvKnhjfs,Apple,iPhone 5s,50,4.2,2.2,1/30,0
kmF_Aq8gkp0,,,,,,,1
6LpHENNvrms,,,,,,,1
Nzw3HHsNHYU,iPhone 5,VSCOcam,50,4.1,2.4,1/1153,1
GkKJ56oZ_30,Panasonic,DMC-GM1,500,20,11,1/640,1
N-1XGL54pQg,SONY,NEX-7,400,,,1/100,1
6T7kfc3VitU,,,,,,,1
FGvRZ-BeCKo,SONY,DSC-RX100M2,200,10.4,8,1/250,1
YQ3FpeQkNhA,NIKON CORPORATION,NIKON D80,500,85,2.8,1/250,1
fQGWykCu0Cg,FUJIFILM,X20,100,8.3,5.6,1/280,1
mblYxasm0nk,Canon,Canon EOS 7D,500,50,2.8,1/200,1
wU4YomwcBRY,OLYMPUS IMAGING CORP.,E-PL1,200,20,5.6,1/800,1
fkYugzeEDZo,Canon,Canon EOS REBEL T5i,800,50,1.4,1/80,1
pQnquYFDswM,Canon,Canon EOS REBEL T5,100,32,5.6,1/100,0
dkP6NqLwQW4,Canon,Canon EOS REBEL T3i,250,50,2,1/1250,1
61XW8CMNX6A,Apple,iPhone 6,32,4.2,2.2,1/3300,1
1PrQ2mHW-Fo,Canon,Canon EOS 10D,100,30,5,1/1000,1
9Ci0VKjx3Hk,NIKON CORPORATION,NIKON D5100,800,40,8,,1
5qlegaTwZpM,,,,,,,1
KaoMjEg2a18,Panasonic,DMC-GF5,160,14,10,1/640,1
eG1Kvq1ZF1o,Canon,Canon EOS 5D Mark II,100,35,5.6,1/1600,1
jwIk4Z3Msi4,NIKON CORPORATION,NIKON D800,1600,14,3.5,10,1
WNERw7Z-tMk,NIKON CORPORATION,NIKON D5100,800,200,5.6,1/160,1
uX2w48eXXqQ,FUJIFILM,X-E1,200,35,1.4,1/150,1
M29J4z0v0Dg,Canon,Canon EOS 5D Mark II,250,28,4,1/250,1
420ha-HjGJY,OLYMPUS IMAGING CORP.,E-410,100,40,7.1,1/320,1
5iPhUVPYWsw,Canon,Canon EOS DIGITAL REBEL XTi,200,28,5.6,1/320,1
N4_Y4sGMI_8,Apple,iPad Mini 2,,,,,1
9jFECJnjLT8,NIKON CORPORATION,NIKON D7000,100,70,8,1/80,1
xIdyajpQ6qo,,,,,,,1
CGL3LQ0KcJM,Canon,Canon EOS 6D,100,50,4,1/1250,1
89nbYihiJP0,Panasonic,DMC-FZ50,100,7.4,2.8,1/100,1
ZloDJXzcMGA,SONY,NEX-3,200,22,7.1,1/1250,1
NDuPLKYRXQU,SONY,DSLR-A350,400,80,8,1/500,1
mTpnDoAcuGA,SONY,ILCE-7,400,16,9,1/500,1
no-EShQ7s1A,Nikon,d3100,,,,,1
mpQj-_zg0Gk,SONY,SLT-A77V,800,50,11,1/4000,1
PXGvsl0jQcE,,,,,,,1
tNN6zkUnTgg,,,,,,,0
mz0_CPAH5RY,"RICOH IMAGING COMPANY, LTD.",GR,100,18.3,11,1/400,1
F6DA-zlYfuU,NIKON CORPORATION,NIKON D610,800,20,1.8,25,1
KJwc8w_ANIA,Canon,Canon EOS 5D Mark II,1600,50,8,1/180,1
voITMWAQWgc,SONY,DSC-RX100,125,10.4,5,1/400,1
3-1cgxIqQe8,Canon,Canon EOS 700D,100,18,10,1/100,1
cT5iwc8MQYs,NIKON CORPORATION,NIKON D5300,220,55,11,1/500,1
B0GDnkMEC0Y,NIKON CORPORATION,NIKON D800,100,28,10,1/50,1
OAAMBhhLpa8,NIKON CORPORATION,NIKON D5100,200,30,14,1/800,1
6xipUtAsjt4,NIKON CORPORATION,NIKON D5000,400,70,9,1/125,1
gC-sk9Je0oA,OLYMPUS IMAGING CORP.,TG-810,80,5,11,1/60,1
vMt0fajokOg,,,,,,,1
jBlynjgG5OM,FUJIFILM,X100T,800,23,11,1/1800,1
ZW8dIPP4S4U,Canon,Canon EOS 5D Mark II,1600,50,2,1/160,1
YRJrO0-OP1A,,,,,,,0
mTeCI5UO4SI,Canon,Canon EOS 7D,200,24,9,1/125,1
L-2p8fapOA8,,,,,,,1
y0i1lh-T0_w,NIKON CORPORATION,NIKON D800,100,14,16,1/60,1
irczSRN9bWI,Apple,iPhone 4S,50,4.3,2.4,1/2513,1
KXuLbGP6eTA,Canon,Canon EOS 1100D,100,37,4.5,1/125,1
JT-ADySithU,Canon,Canon EOS 400D DIGITAL,400,30,18,1/400,1
kluhXsuW7Is,Apple,iPhone 5,50,4.1,2.4,1/345,1
LkjruCBLg9I,Canon,Canon EOS 6D,125,35,2.8,1/200,1
XGNkXDdJcyc,Panasonic,DMC-G5,1000,45,1.8,1/125,1
VuBzplNNi0k,,,,,,,0
id_Rjz1bsoI,SONY,ILCE-6000,100,30,9.5,1/500,1
b6VzeoRZiS0,Canon,Canon EOS 5DS R,100,35,1.4,1/320,1
I1vgh8AJr94,SONY,DSLR-A300,200,200,5.6,1/500,1
4pxfaTdfDXQ,Canon,Canon EOS REBEL SL1,800,18,3.5,1/80,1
oQl0eVYd_n8,SONY,ILCE-7,1250,16,22,1/200,1
jTy-wEC0WJg,Canon,Canon EOS 5D Mark II,100,47,4,1/1000,1
1nFaDUCjnZQ,NIKON,COOLPIX P300,160,4.3,5,1/1000,1
uEzoMb-l1so,NIKON CORPORATION,NIKON D610,250,72,6.3,1/125,1
i5FsBOLsB50,OLYMPUS IMAGING CORP.,E-M5,400,8,9,1/250,1
ODx5fU9tgqg,Apple,iPhone 5s,32,4.2,2.2,1/1520,0
AtH9GMAkfPE,,,,,,,0
XafbdHES4Co,Apple,iPhone 6,32,4.2,2.2,1/3597,1
iP2S3hsCqeY,,,,,,,1
yxjfJx96PPo,NIKON CORPORATION,NIKON D5200,200,35,2.5,1/4000,1
BkW8I1n354I,Canon,Canon EOS 6D,100,100,2.8,1/500,1
suWW3SvfgD4,NIKON CORPORATION,NIKON D5200,110,105,8,1/250,1
2X-uAe1qmpI,Canon,Canon EOS 6D,100,99,4,0.3,1
HDq5MRNp2Rk,Canon,Canon EOS REBEL T3,100,24,10,1/100,1
fxW42-qqFMo,Canon,Canon EOS 7D,100,55,4,1/640,1
sK3vWixSimI,NIKON CORPORATION,NIKON D800,100,55,16,1/200,1
HNem8j1jpcE,FUJIFILM,FinePix X100,1600,23,2.2,1/90,1
Gfu5bwYDM3A,Canon,Canon EOS 6D,100,35,1.4,1/4000,1
rP1sy-UPAGE,Panasonic,DMC-GX7,3200,60,2.8,1/1000,1
qo0GIeUrE0s,Canon,Canon EOS 550D,100,135,6.3,1/250,1
n78buPU6Wow,OLYMPUS IMAGING CORP.,SP320,64,8,8,1/160,1
jFCViYFYcus,Canon,Canon EOS 7D,100,85,8,1/4,1
tb4wis6XoQk,Panasonic,DMC-GX7,125,60,2.8,1/320,1
y_3-VTdpBYY,FUJIFILM,X-T1,200,23,1.4,1/1250,1
dkq4nfmBtUk,Canon,Canon EOS 450D,200,30,4.5,1/30,1
jQvOExlroYA,"RICOH IMAGING COMPANY, LTD.",PENTAX K-3 II,100,55,8,1/800,0
xVLjiB9ZMhM,Apple,iPhone 6,32,4.2,2.2,1/1883,1
6NibUMwIo9w,Canon,Canon EOS 5D Mark II,50,100,5.6,1/160,1
V0Q7NbdXBhw,,,,,,,1
ihpiRgog1vs,Apple,iPhone 6,40,4.2,2.2,1/33,1
auwz3zxqDwc,Canon,Canon EOS REBEL SL1,100,28,11,1/160,1
K7bDea4O630,Canon,Canon EOS 6D,100,35,9,1/320,1
XIRflvFVx4U,SONY,ILCE-6000,100,20,4,1/2000,1
6mRop-r840g,Canon,Canon EOS REBEL T2i,100,18,11,1/160,1
ps2daRcXYes,,,,,,,1
Jztmx9yqjBw,SONY,ILCE-7S,25600,,,8,1
eMcMZGw2fcQ,SONY,SLT-A57,100,55,6.3,1/320,1
3Ku0e3k9qXU,,,,,,,1
lojbVPmh2TY,Canon,Canon EOS 100D,125,40,5,1/80,1
CB6rBauoCg4,SONY,DSC-HX50V,80,4.3,3.5,1/800,1
QJSWD8bkn0w,Canon,Canon EOS 60D,100,17,5.6,1/5000,1
jvng1_tzfZo,Apple,iPhone 5,50,4.1,2.4,1/1642,1
9dMzyieG4OI,NIKON CORPORATION,NIKON D5300,400,50,11,1/400,1
9Yz9Us5-D0s,SONY,ILCE-6000,100,17,16,1/25,1
NaIh6MZq4hs,SONY,ILCE-5000,100,16,13,1/80,1
rT8NmgPO9II,GoPro,HERO4 Silver,100,3,2.8,1/890,1
8cg3snEK2pY,Apple,iPhone 5,50,4.1,2.4,1/420,1
xyzc3eNA2Wg,Canon,Canon EOS 350D DIGITAL,100,18,9,1/250,1
hdxQF6yltWI,PENTAX,PENTAX K-50,800,50,2.8,1/40,1
cuTk59eNHUE,Canon,Canon EOS 350D DIGITAL,100,18,5.6,1/800,1
PYh4QCX_fmE,Apple,iPhone 5,50,4.1,2.4,1/1550,0
MV2p78U6g4Y,Canon,Canon EOS 7D,125,22,1.8,1/160,1
zJoiaWQUG6E,NIKON CORPORATION,NIKON D610,200,50,8,1/320,1
xnyXLEyE8L0,SONY,NEX-5R,400,,,1/160,1
YO30oaaoWGw,Canon,Canon EOS REBEL T5i,100,50,13,1/320,1
vUNQaTtZeOo,,,,,,,1
HbhJyWnE9Oo,PENTAX,PENTAX K-7,200,35,11,1/80,1
3O8YUC-jEIA,Canon,Canon EOS 6D,100,58,8,1/200,1
g8a9oCVI_TA,NIKON CORPORATION,NIKON D3100,2500,190,5.6,1/500,1
M8eCY2GcleI,Canon,Canon EOS 5D Mark II,50,17,22,0.5,1
jlV2k_Fx0fc,,,,,,,0
3ifyMZdTDUY,NIKON CORPORATION,NIKON D3000,800,105,5.6,1/50,1
bPqJ9ssfjqs,Canon,Canon EOS 550D,100,34,4.5,1/800,1
p_HYA_T-1WU,NIKON CORPORATION,NIKON D60,100,28,10,1/160,0
b9J0I29NI0w,Canon,Canon EOS 6D,400,35,6.3,1/500,1
k3IogSsONd4,SONY,SLT-A77V,125,135,5.6,1/250,1
n6WON5FWXfc,,,,,,,1
ky9aMsPaxkA,Canon,Canon EOS 5D Mark II,640,50,4.5,1/125,1
kBYtnHaV8Vw,NIKON CORPORATION,NIKON D70s,200,18,4.5,1/500,1
iU55jSiifYQ,NIKON CORPORATION,NIKON D80,320,50,1.8,1/80,0
5JuLcub3dYg,NIKON CORPORATION,NIKON D4,400,28,13,1/640,1
GygPFmXGD1o,Canon,Canon EOS 5D Mark II,400,50,7.1,1/250,1
E-1tnSNP0y4,Canon,Canon EOS 6D,400,50,2.8,1/160,1
b-8CyzvGWM4,Canon,Canon EOS 700D,100,56,8,1/160,1
FCuJ_bVjrrs,,,,,,,0
9VoUqAsW2sA,FUJIFILM,X-E2,1000,35,1.4,1/180,1
ucZFkiPBSfA,Canon,Canon EOS DIGITAL REBEL XSi,200,15,22,1/60,1
JruCKmJdmng,Canon,Canon EOS 60D,100,26,9,1/200,1
-2ii0_ctxpQ,Canon,Canon EOS 6D,100,,,1/80,1
twUvrKBcnFY,,,,,,,1
-fdLwPMi7iQ,OLYMPUS IMAGING CORP.,E-M10,200,49,4.2,1/1250,1
hcbSImc8cdY,Canon,Canon EOS 70D,250,18,5.6,1/1000,1
RgyPR4AysMA,NIKON CORPORATION,NIKON D50,200,28,8,1/250,1
tHWCvzEeKPw,NIKON CORPORATION,NIKON D7000,125,18,6.3,1/50,1
J0ZgwnzQy1Y,,,100,,14,1/15,1
vdK0mk_-omM,NIKON CORPORATION,NIKON D60,100,55,6.3,1/160,1
3geSxX_yqsc,FUJIFILM,X-E2,640,55,4,1/125,1
Huza8QOO3tc,NIKON CORPORATION,NIKON D5100,400,86,6.3,1/640,1
jwFB7AQjz3g,Canon,Canon EOS REBEL T1i,100,18,5.6,1/100,1
Kj2H1sGbhQU,Panasonic,DMC-GH3,200,14,2.5,1/800,1
wVR3Jhs8BBU,NIKON CORPORATION,NIKON D80,400,200,4.5,1/1250,1
PciMNkT93SE,SAMSUNG,NX30,3200,55,5.6,1/60,1
EzGmrjAA74k,Canon,Canon EOS 70D,100,65,5,1/125,1
dG5jDchRjMw,DJI,FC300X,200,3.6,2.8,1/120,0
KEXUeZIev10,,,,,,,0
fXHAYQM19gs,PENTAX,PENTAX K-50,200,18,8,1/500,1
CUCEi2ragS0,Canon,Canon EOS 600D,100,85,8,1/250,1
HZAcR-tDSCI,Canon,Canon EOS REBEL T2i,100,50,1.8,1/4000,1
CPo6qYvNsvM,,,,,,,1
T8ecfi8E4oQ,NIKON CORPORATION,NIKON D5100,100,50,2.8,1/125,1
twcXFyVCeZI,Canon,Canon EOS 70D,100,50,9,1/200,1
7p_qy_CmczI,FUJIFILM,X100S,250,23,8,1/250,1
l7Wb6FXHIOQ,,,,,,,1
5bROqazy-40,NIKON CORPORATION,NIKON D5100,400,18,7.1,1/1600,1
h2ZQT8HTFXc,,,,,,,1
1XBiVuvgc6M,NIKON CORPORATION,NIKON D80,100,35,5.6,1/30,1
5tGiaWu1QQs,SONY,DSLR-A200,100,200,9,1/400,1
_fravu8go54,Apple,iPhone 6,32,4.2,2.2,1/824,0
8BmNurlVR6M,,,,,,,1
ISUB1vUFFfI,SONY,DSLR-A330,100,18,6.3,1/160,1
YzJlElq6Pc0,GoPro,HERO3+ Silver Edition,100,2.8,2.8,1/1600,1
Q5oFixaamNg,NIKON CORPORATION,NIKON D5500,400,105,11,1/500,1
jwWrW6HsKNI,Canon,Canon EOS 5D Mark III,400,57,4,1/20,1
fik7F88JlXk,Apple,iPhone 6 Plus,32,4.2,2.2,1/682,1
ywAU-bN0JFA,Canon,Canon EOS 5D,100,50,1.8,1/3000,1
GE5f_k4MPc4,NIKON CORPORATION,NIKON D5200,100,30,2.8,1/100,1
Rkuvgq5swfU,Canon,Canon EOS 5D Mark II,100,24,7.1,1/80,1
4knR_YzeUVc,SONY,ILCE-7,50,35,22,6,1
t20pc32VbrU,Canon,Canon EOS 6D,1600,200,16,1/750,1
aTZCDbg2yJE,Canon,Canon EOS 60D,100,87,11,1/125,1
5O38tlxKxBQ,Canon,Canon EOS DIGITAL REBEL XTi,400,50,2.2,1/640,1
wIKxP0Tn7lY,NIKON CORPORATION,NIKON D5200,100,14,7.1,1/160,1
VpPqxgoRpu4,NIKON CORPORATION,NIKON D7000,100,200,5.6,1/160,1
3YiZ0B2W8c0,OLYMPUS CORPORATION,E-M10MarkII,250,42,5.6,1/20,1
mQlSLxYeHj0,Canon,Canon EOS 400D DIGITAL,100,115,5.6,1/400,1
Fxi1FPvbPa0,Canon,Canon EOS 6D,100,24,22,1/50,1
aw47u5DHXEg,FUJIFILM,X-S1,200,27.8,4,1/400,1
goYWKFMrUBk,SONY,ILCE-7,100,,,1/30,1
S8q8LkMO3FE,Canon,Canon EOS 70D,160,29,4,1/250,1
L8126OwlroY,NIKON CORPORATION,NIKON D5200,2000,18,3.5,25,1
Px4lnCcOIlI,Canon,Canon EOS 6D,3200,16,9,1/40,1
RKiMg1bwsMY,Canon,Canon EOS 5D Mark III,100,200,5.6,1/500,1
v1IQm8wYBus,NIKON CORPORATION,NIKON D5200,100,30,2.5,1/4000,1
HkZVyO9l_Ig,,,,,,,1
RLhp4Dh6iMc,Canon,Canon EOS 5D Mark II,100,24,5.6,1/400,1
Z7WpznlDFVY,Canon,Canon EOS 6D,100,50,7.1,1/250,1
pQS0ETF3KTI,SONY,ILCE-7S,100,26,8,1/100,1
gewf5xhpVRM,NIKON,COOLPIX P510,140,360,5.9,1/500,1
yZTbN9-5fx4,NIKON CORPORATION,NIKON D3200,450,36,5,1/15,1
kZ8dyUT0h30,SONY,ILCE-6000,400,55,7.1,1/250,1
T0XLKgpyT_c,NIKON CORPORATION,NIKON D80,100,18,9,1/320,0
W05ltFhe47U,NIKON CORPORATION,NIKON D90,200,50,3.5,1/80,1
EerxztHCjM8,NIKON CORPORATION,NIKON D750,125,85,2.8,1/320,1
oNflJCdmoA0,,,,,,,1
NsojRZoIOx0,,,,,,,1
oO15xC38wj4,Canon,Canon EOS 500D,1600,50,1.8,1/800,1
cH2ONCiMBZ4,Canon,Canon EOS REBEL T3i,200,50,1.8,1/125,1
mJBmtyrYcQA,NIKON CORPORATION,NIKON D3100,160,18,5.6,1/125,1
Q1X3QeGSLBU,Canon,Canon EOS 60D,400,50,3.2,1/4000,1
qZJajnlnPSw,NIKON CORPORATION,NIKON D750,4000,550,8,1/640,1
vXtB-l6koGg,Panasonic,DMC-GX7,125,45,2,1/1600,1
J2bNC9gW5NI,NIKON CORPORATION,NIKON D5200,125,18,10,1/500,1
nwFNYen-dHY,NIKON CORPORATION,NIKON D5300,800,50,1.8,1/320,1
oxtlu_MSeKw,NIKON CORPORATION,NIKON D5100,200,90,5.6,1/500,0
wfZw7a5z4dc,Canon,Canon EOS 70D,1250,20,5,1/8000,1
8CwoHpZe3qE,Canon,Canon EOS 600D,800,50,1.8,1/4000,1
pe1vEukaec8,NIKON CORPORATION,NIKON D7000,125,38,2.8,1/160,1
F3FtTLqzl18,,,,,,,1
XLJbfIGVBFc,NIKON CORPORATION,NIKON D810,400,34,6.3,1/80,1
rJVrtiYSPPE,NIKON CORPORATION,NIKON D750,50,50,1.8,1/1000,1
v-xbxa28YGQ,,,,,,,0
PEvI6UOCEYE,NIKON CORPORATION,NIKON D810,200,122,2.8,1/1250,1
0LsBP2oxR58,Canon,Canon EOS 5D Mark III,400,16,7.1,1/200,1
-hI5dX2ObAs,,,,,,,1
76NywJh3Bck,,,,,,,1
7EqQ1s3wIAI,Canon,Canon EOS 6D,50,24,5.6,1/4,1
PhOAIvz3fBA,NIKON CORPORATION,NIKON D90,800,70,4.5,1/200,1
HQqIOc8oYro,Canon,Canon EOS 1100D,400,55,5.6,1/160,0
MBmLsgcCN3E,Canon,Canon EOS 600D,100,55,5.6,1/80,1
tqzqzH8hb5A,,,,,,,1
IpIenETtzXM,Canon,Canon EOS 1100D,800,51,5.6,1/4000,1
tFEmy--9XV8,FUJIFILM,X-T1,500,24,4.5,1/170,1
tvlrY2-6l_c,Canon,Canon EOS 60D,100,50,3.5,1/100,1
ss0vA9RUCV4,SONY,DSC-RX100M3,125,8.8,4,1/200,1
r6Dc-Usvcjc,Canon,Canon EOS 6D,50,35,4,1/1000,1
hfKuW9ql9HM,Canon,Canon EOS 5D,100,50,5.6,1/100,1
k5U5e2hgXVk,OLYMPUS IMAGING CORP.,E-PM2,250,23,4.3,1/640,1
TI_3eaoMyjo,GoPro,HERO4 Silver,100,3,2.8,1/150,1
IyjhDTTQitM,Canon,Canon EOS 5D Mark III,800,47,7.1,1/1000,1
BmdUbhS3XbA,Canon,Canon EOS 5D Mark III,1000,108,8,1/125,1
6dC5tYPiD2s,,,,,,,0
PjpuXmX7DAA,Canon,Canon PowerShot G7 X,250,8.8,4,1/1250,1
rTZW4f02zY8,,,,,,,1
yJN-LV7xpTI,Canon,Canon EOS 70D,100,50,1.8,1/500,1
pzXZGvK4Epw,NIKON CORPORATION,NIKON D5100,100,48,9,1/320,1
uPwWtazOsyg,NIKON CORPORATION,NIKON D750,125,300,8,1/320,1
y4BW1RsieTE,Canon,Canon PowerShot G7 X,250,8.8,4,1/125,1
6zXwP5xpbPE,Panasonic,DMC-GH4,200,20,1.7,1/500,1
f5zUL7P0GVM,Canon,Canon EOS 80D,160,40,5.6,1/640,1
BdcAYjxq26s,Canon,Canon EOS 600D,100,37,3.5,1/1000,1
667uUSwqLiY,Canon,Canon EOS 5D Mark III,320,70,7.1,1/800,1
WYD0Gzym3Y0,OLYMPUS IMAGING CORP.,E-PL7,2500,14,5,1/1250,1
OivhEmfO-kk,Canon,Canon EOS DIGITAL REBEL XT,400,75,7.1,1/250,1
T86bARnzPBQ,,,,,,,1
oRIFpNILJOU,,,,,,,1
jDL5WFbQIbA,SONY,ILCE-6000,100,,,1/500,1
uo2zk9u4q9E,NIKON CORPORATION,NIKON D90,1000,25,4,1/3200,1
pcWckzku0YQ,NIKON CORPORATION,NIKON D80,360,200,5.6,1/500,1
7d2tOLLL5gE,NIKON CORPORATION,NIKON D90,200,18,16,1/100,1
kEdbencrbZs,SONY,ILCE-7M2,100,20,9,1/250,1
oAGwS_MhVA8,SONY,DSLR-A200,100,18,9,1/80,1
SDoMyyylpnc,NIKON CORPORATION,NIKON D7000,100,19,8,1/40,1
VZC8TgRYKVU,Canon,Canon EOS 1200D,1600,33,4.5,1/4000,1
2nFk2-fvijw,Canon,,,,,,1
CiPMvigq-UI,Canon,Canon EOS 6D,125,21,8,1/250,1
YAb8F9M1Y3o,Canon,Canon EOS 5D Mark III,250,200,2.8,1/640,1
usPwtf-VXbM,Canon,Canon EOS 5D Mark III,400,180,2.8,1/200,1
8v_1afZJpg4,Apple,iPhone 6,32,4.2,2.2,1/1014,1
qAShc5SV83M,SONY,NEX-5R,100,29,5.6,1/160,1
Tmwxe3V73o0,OLYMPUS IMAGING CORP.,TG-2,100,9.6,3.4,1/200,1
AA4QB4Q1v14,NIKON CORPORATION,NIKON D4S,100,50,1.8,1/1600,1
m8WK0oyuVMg,Canon,Canon EOS 7D,100,200,2.8,1/1600,1
-3LtGq_RPcY,NIKON CORPORATION,NIKON D800,100,14,11,1/80,1
fY1ECB1RCd0,Canon,Canon EOS 5D Mark III,100,85,2.2,1/2500,0
lDsDjiiiZ-k,NIKON CORPORATION,NIKON D750,100,50,2.5,1/250,1
pKnpMFEf50Y,SONY,ILCE-6300,100,,,1/400,1
LGCIWbBGnxQ,FUJIFILM,X100T,200,23,4.5,1/160,1
Wnp_V0ElkKU,Canon,Canon EOS REBEL T5,100,50,1.8,1/640,1
IrhXxv0g29I,Canon,Canon EOS 5D Mark II,100,55,8,1/15,1
5xmFg-EGhpw,NIKON CORPORATION,NIKON D3300,400,18,10,1/250,1
XVcrByn2QRs,OLYMPUS IMAGING CORP.,E-M1,200,40,2.8,1/1000,1
GcwemPMayQg,,,,,,,1
7i9yLoUgoP8,Canon,Canon EOS 40D,400,200,5,1/500,1
36Q-xFik-3o,FUJIFILM,FinePix XP60,100,5,3.9,1/40,1
Fjy7lavh46o,,,,,,,1
c5FohGHma9s,,,,,,,1
DZJZvBKdc9c,LEICA CAMERA AG,LEICA X1,100,24,3.2,1/100,1
zWCUF5pTIM4,NIKON CORPORATION,NIKON D4S,500,135,2.8,1/160,1
P86-JPbDnPY,SONY,ILCE-7M2,200,90,2.8,1/160,0
0HXv9vpVPcQ,FUJIFILM,X-T1,400,35,2.8,1/550,1
mGD3kFB5MYY,Canon,Canon EOS 40D,100,50,2.8,1/8000,1
BtoUjLUtPnQ,Canon,Canon EOS REBEL T3i,200,100,2.8,1/200,1
BNHcxk1CDdw,SONY,ILCE-7,400,,,1/250,1
SGOm1cy4O5Q,NIKON CORPORATION,NIKON D5500,100,50,3.5,1/400,1
7wmi235GscY,NIKON CORPORATION,NIKON D750,100,105,3.5,1/1250,1
EmACXKd5zcI,SONY,ILCE-6000,100,,,15,1
ktQuuihh3_w,NIKON CORPORATION,NIKON D4,200,14,5,1/250,1
qQUtvVdurHg,NIKON CORPORATION,NIKON D4S,4000,500,4,1/320,1
IcP1BESqSWI,,,,,,,1
YdeNI9QXCoc,,,,,,,0
prd5CXMsD68,DJI,FC300C,100,3.6,2.8,1/2500,1
YKQawNUINXA,Canon,Canon EOS 5D Mark II,100,135,2.2,1/500,1
Kp9z6zcUfGw,Panasonic,DMC-GX7,125,60,2.8,1/160,1
f0OL01IHbCM,Canon,Canon EOS REBEL T5i,800,105,8,1/125,1
vRZciAvCE6s,NIKON CORPORATION,NIKON D4S,250,700,6.3,1/2000,1
Z2URntRDnA0,NIKON CORPORATION,NIKON D4,1000,14,5.6,1/2500,1
SjV9hb4fqow,FUJIFILM,X-T1,400,14,22,0.4,1
jZBEkuu60es,Apple,iPhone 6s,50,4.2,2.2,1/30,1
6YqpFWWQsno,"RICOH IMAGING COMPANY, LTD.",GR,100,18.3,11,2,1
hNBIpodvIiA,NIKON CORPORATION,NIKON D3100,1600,200,5.6,1/2500,1
j6aeWhQFEvU,SONY,DSC-WX50,100,4.5,2.6,1/320,1
iHzpnUYS3Zc,NIKON CORPORATION,NIKON D810,500,55,4,1/640,1
dgEPR8a0C-s,Canon,Canon EOS 5D Mark III,100,50,5,1/250,1
Ks7LLlFTcGI,NIKON CORPORATION,NIKON D4S,250,700,6.3,1/1600,1
f2G2dpmdrpk,NIKON CORPORATION,NIKON D750,3200,12,4.5,30,1
nBI8rOD87Sk,,,,,,,1
DmOCkOnx-MQ,,,,,,,1
LQmxzVuoWFo,Apple,iPhone,25,4.2,2.2,1/2653,1
1ecD6jYbC2o,,,,,,,1
kcolRj9wnec,Canon,Canon EOS 5D Mark II,100,135,2.8,1/500,0
bHJ0fs-vn1Y,,,,,,,1
5gdMVqDFZ6I,SONY,ILCE-7RM2,3200,450,7.1,1/1000,1
34pAD9-7Rb8,SONY,ILCE-7,500,28,6.3,1/125,0
pF_2lrjWiJE,Panasonic,DMC-GF1,100,14,2.5,1/200,1
fvNaioUp-7c,Canon,Canon EOS 650D,100,10,3.5,1/800,1
s3rz3mp_owI,Canon,Canon EOS REBEL T5,200,240,5.6,1/800,1
3bn5lab02Ow,Canon,Canon EOS 1100D,100,80,19,1.5,1
8P1ImpCGvno,LEICA CAMERA AG,LEICA T (Typ 701),100,23,4.5,1/640,1
itdkHUjTuIY,NIKON CORPORATION,NIKON D700,100,105,7.1,1/200,1
Cm5zI68Wdew,NIKON CORPORATION,NIKON D5500,100,18,13,30,1
hRCcgolBn88,,,,,,,1
QELYdk58wOo,FUJIFILM,X-Pro2,400,50,,1/5400,1
YWWMGwXX2JY,DJI,FC330,109,3.6,2.8,1/100,1
tZls4_oGkqE,NIKON CORPORATION,NIKON D7000,100,62,10,1/400,1
qaxSjLbZPSA,,,,,,,1
ji3xd3uKN6Y,FUJIFILM,X-Pro2,1250,35,1.6,1/60,1
uz_O6R7ifgQ,samsung,SM-G920V,40,4.3,1.9,1/1524,1
kmUL-nvOAIM,SONY,ILCE-7M2,320,70,8,1/100,1
4V8JxijgZ_c,NIKON CORPORATION,NIKON D4S,800,24,4.5,1/100,1
